 208, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 192, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 187, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 188, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 194, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 195, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 212, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 217, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 188, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 215, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 223, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 220, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 199, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 190, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 194, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 190, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 192, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 196, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 228, 0,  1 Current state: 1 startTimer=14 stopTimer=0
 911, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 930, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 928, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 925, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 924, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 924, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 925, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 924, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 928, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 928, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 928, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 928, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 926, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 923, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 924, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 928, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 928, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 927, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 928, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 925, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 927, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 927, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 927, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 926, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 923, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 927, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 933, 20,  0 Current state: 0 startTimer=14 stopTimer=34
 224, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 207, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 188, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 226, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 224, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 226, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 216, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 193, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 189, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 191, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 189, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 226, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 228, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 218, 20,  1 Current state: 1 startTimer=63 stopTimer=34
 928, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 929, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 929, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 929, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 927, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 928, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 927, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 926, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 925, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 925, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 925, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 924, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 927, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 768, 34,  0 Current state: 0 startTimer=63 stopTimer=77
 292, 34,  1 Current state: 1 startTimer=92 stopTimer=77
 101, 34,  1 Current state: 1 startTimer=92 stopTimer=77
 103, 34,  1 Current state: 1 startTimer=92 stopTimer=77
 104, 34,  1 Current state: 1 startTimer=92 stopTimer=77
 108, 34,  1 Current state: 1 startTimer=92 stopTimer=77
 113, 34,  1 Current state: 1 startTimer=92 stopTimer=77
 943, 41,  0 Current state: 0 startTimer=92 stopTimer=99
 936, 41,  0 Current state: 0 startTimer=92 stopTimer=99
 936, 41,  0 Current state: 0 startTimer=92 stopTimer=99
 937, 41,  0 Current state: 0 startTimer=92 stopTimer=99
 117, 41,  1 Current state: 1 startTimer=103 stopTimer=99
 118, 41,  1 Current state: 1 startTimer=103 stopTimer=99
 130, 41,  1 Current state: 1 startTimer=103 stopTimer=99
 120, 41,  1 Current state: 1 startTimer=103 stopTimer=99
 114, 41,  1 Current state: 1 startTimer=103 stopTimer=99
 118, 41,  1 Current state: 1 startTimer=103 stopTimer=99
 119, 41,  1 Current state: 1 startTimer=103 stopTimer=99
 939, 48,  0 Current state: 0 startTimer=103 stopTimer=110
 937, 48,  0 Current state: 0 startTimer=103 stopTimer=110
 932, 48,  0 Current state: 0 startTimer=103 stopTimer=110
 931, 48,  0 Current state: 0 startTimer=103 stopTimer=110
 918, 48,  0 Current state: 0 startTimer=103 stopTimer=110
 132, 48,  1 Current state: 1 startTimer=115 stopTimer=110
 132, 48,  1 Current state: 1 startTimer=115 stopTimer=110
 138, 48,  1 Current state: 1 startTimer=115 stopTimer=110
 150, 48,  1 Current state: 1 startTimer=115 stopTimer=110
 148, 48,  1 Current state: 1 startTimer=115 stopTimer=110
 140, 48,  1 Current state: 1 startTimer=115 stopTimer=110
 229, 48,  1 Current state: 1 startTimer=115 stopTimer=110
 175, 48,  1 Current state: 1 startTimer=115 stopTimer=110
 934, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 925, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 923, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 925, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 926, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 926, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 927, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 927, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 927, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 927, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 925, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 922, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 922, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 923, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 922, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 926, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 926, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 922, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 899, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 897, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 923, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 924, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 923, 57,  0 Current state: 0 startTimer=115 stopTimer=124
 924, 57,  0 Current state: 0 startTimer=115 stopTimer=124
